symbol,companyName,exchange,marketCap,price,ceo,enterpriseValue
MCHP,Microchip Technology Incorporated,NASDAQ,48794142950.0,90.17,Stephen Sanghi,30905093000.0
COHR,"Coherent, Inc.",NYSE,48354310732.0,304.93,James Robert Anderson,16794165999.0
JPM-PM,JPMorgan Chase & Co.,NYSE,48195926100.0,17.87,James Dimon,1497614914000.0
EXC,Exelon Corporation,NASDAQ,48096287800.0,47.02,Calvin G. Butler Jr.,93471490000.0
ZTS,Zoetis Inc.,NYSE,48050798823.0,113.83,Kristin C. Peck,62974998260.0
F,Ford Motor Company,NYSE,48042281200.0,12.26,James Duncan Farley Jr.,196421480000.0
COIN,"Coinbase Global, Inc.",NASDAQ,47990380644.0,181.73,Brian Armstrong,55362307320.0
TER,"Teradyne, Inc.",NASDAQ,47958718470.0,306.33,Gregory Stephen Smith,30328493720.0
MET-PE,"MetLife, Inc.",NYSE,47756612092.0,22.65,Michel Abbas Khalaf,
CAH,"Cardinal Health, Inc.",NYSE,47726794365.0,202.82,Jason Hollar,45959000000.0
DDOG,"Datadog, Inc.",NASDAQ,47408999050.0,133.98,Olivier Pomel,48364437910.0
PSA-PK,Public Storage,NYSE,47161570891.0,18.6304,H. Thomas Boyle,
EW,Edwards Lifesciences Corporation,NYSE,46826741240.0,81.22,Bernard J. Zovighian,47621100000.0
EBAY,eBay Inc.,NASDAQ,46497920000.0,103.79,Jamie J. Iannone,44791100000.0
PSA-PH,Public Storage,NYSE,46295574756.0,22.39,H. Thomas Boyle,
PYPL,"PayPal Holdings, Inc.",NASDAQ,45829393560.0,50.94,Enrique J. Lores,57924420000.0
ROK,"Rockwell Automation, Inc.",NYSE,44995760237.0,400.2,Blake D. Moret,42571031000.0
WAB,Westinghouse Air Brake Technologies Corporation,NYSE,44348567924.0,261.37,Rafael Ottoni Santana,41145225000.0
RKLB,"Rocket Lab USA, Inc.",NASDAQ,44345574340.0,77.02,Sir Peter Beck,36444470122.0
YUM,"Yum! Brands, Inc.",NYSE,44188740989.0,159.855,Christopher Lee Turner,53256840000.0
IDXX,"IDEXX Laboratories, Inc.",NASDAQ,44084641003.0,553.66,Jonathan J. Mazelsky,55084489880.0
MSTR,Strategy Inc,NASDAQ,43917095366.0,158.19,Phong Q. Le,50652078100.0
ODFL,"Old Dominion Freight Line, Inc.",NASDAQ,43633905641.0,209.35,Kevin Freeman,32932212800.0
MSCI,MSCI Inc.,NYSE,43543864000.0,598.13,Henry A. Fernandez,50062918070.0
DAL,"Delta Air Lines, Inc.",NYSE,43538999802.0,66.27,Edward H. Bastian,61744200000.0
AMP,"Ameriprise Financial, Inc.",NYSE,43112069586.0,475.38,James Cracchiolo,42243232000.0
DHI,"D.R. Horton, Inc.",NYSE,43004907000.0,151.65,Paul J. Romanowski,55327195000.0
CMG,"Chipotle Mexican Grill, Inc.",NYSE,42953910540.0,32.98,Scott Boatwright,58980135000.0
HBANZ,Huntington Bancshares Incorporated,NASDAQ,42630583310.0,21.03,Stephen D. Steinour,42359650000.0
KR,The Kroger Co.,NYSE,42464179978.0,67.1,Gregory S. Foran,62324200000.0
XYZ,"Block, Inc.",NYSE,42211450336.0,69.465,Jack Dorsey,37481356870.0
STT,State Street Corporation,NYSE,42004343206.0,150.7,Ronald Philip O'Hanley,-64848849550.0
CBRE,"CBRE Group, Inc.",NYSE,41775523910.0,142.51,Robert E. Sulentic,56067802470.0
VTR,"Ventas, Inc.",NYSE,41541202310.0,87.37,Debra A. Cafaro,47692796160.0
ET-PI,Energy Transfer LP,NYSE,41056729755.0,11.96,Marshall S. McCrea,130524499999.0
KIM-PN,Kimco Realty Corporation,NYSE,40695959145.0,60.28,Conor C. Flynn,
MET-PA,"MetLife, Inc.",NYSE,40674693935.0,20.94,Michel Abbas Khalaf,50642705580.0
RKT,"Rocket Companies, Inc.",NYSE,40665804250.0,14.4,Varun Krishna,31629743069.0
HBANL,Huntington Bancshares Incorporated,NASDAQ,40315114097.0,25.4701,Stephen D. Steinour,42359650000.0
MS-PQ,Morgan Stanley,NYSE,40290033864.0,25.5,Edward N. Pick,
RBLX,Roblox Corporation,NYSE,40277793766.0,56.27,David Baszucki,56310395360.0
ALNY,"Alnylam Pharmaceuticals, Inc.",NASDAQ,40187152213.0,301.19,Yvonne L. Greenstreet,51714879600.0
ED,"Consolidated Edison, Inc.",NYSE,40113678480.0,108.88,Timothy Cawley,62620968000.0
MS-PP,Morgan Stanley,NYSE,39890562750.0,25.225,Edward N. Pick,
TTWO,"Take-Two Interactive Software, Inc.",NASDAQ,39875584500.0,215.34,Strauss H. Zelnick,38939275000.0
PEG,Public Service Enterprise Group Incorporated,NYSE,39727668213.0,79.59,Ralph A. LaRossa,64306700000.0
AIG,"American International Group, Inc.",NYSE,39592762326.0,73.79,Peter Salvatore Zaffino,56261305000.0
KDP,Keurig Dr Pepper Inc.,NASDAQ,39360984368.0,28.93,Timothy Cofer,53155381000.0
ON,ON Semiconductor Corporation,NASDAQ,38884340140.0,98.86,Hassane S. El-Khoury,23575750000.0
VMC,Vulcan Materials Company,NYSE,38662238022.0,296.08,Ronnie A. Pruitt,42855120197.0
ELC,"Entergy Louisiana, LLC COLLATERAL TR MT",NYSE,38596774966.0,20.47,,
OXY-WT,Occidental Petroleum Corporation,NYSE,38477766000.0,38.8,Vicki A. Hollub,62080560000.0
HSY,The Hershey Company,NYSE,38341021615.0,189.16,Kirk C. Tanner,41509046120.0
PPLC,PPL Corporation Corporate Unit,NYSE,37923311254.0,51.29,Vincent Sorgi,
HPE,Hewlett Packard Enterprise Company,NYSE,37576508367.0,28.32,Antonio Fabio Neri,48924080000.0
CCI,Crown Castle Inc.,NYSE,37470864001.0,85.87,Christian H. Hillabrant,67955450000.0
HIG,"The Hartford Financial Services Group, Inc.",NYSE,37457235791.0,136.64,Christopher Jerome Swift,43152720000.0
WEC,"WEC Energy Group, Inc.",NYSE,37295862112.0,114.51,Scott J. Lauber,56603283999.0
EME,"EMCOR Group, Inc.",NYSE,37112132862.0,833.37,Anthony J. Guzzi,27293336290.0
EQT,EQT Corporation,NYSE,36975131970.0,59.115,Toby Z. Rice,41164930600.0
MLM,"Martin Marietta Materials, Inc.",NYSE,36962238004.0,612.85,C. Howard Nye,42802398000.0
CTA-PA,"EIDP, Inc.",NYSE,36766578120.0,54.41,Charles Victor Magro,
ROP,"Roper Technologies, Inc.",NASDAQ,36639104667.0,355.97,Laurence Neil Hunn,56721536000.0
APO-PA,"Apollo Global Management, Inc.",NYSE,36412321206.0,62.97,Marc Jeffrey Rowan,
ARES,Ares Management Corporation,NYSE,36408082022.0,110.86,Michael J. Arougheti,65885887604.0
HEI,HEICO Corporation,NYSE,36324294325.0,260.99,Eric A. Mendelson,46161182960.0
PCG,PG&E Corporation,NYSE,36050341400.0,16.37,Patricia Kessler Poppe,95927790000.0
ADM,Archer-Daniels-Midland Company,NYSE,35790341650.0,74.27,Juan Ricardo Luciano,35220160000.0
LVS,Las Vegas Sands Corp.,NYSE,35596877797.0,53.72,Patrick Dumont,57274190000.0
LYV,"Live Nation Entertainment, Inc.",NYSE,35582511840.0,153.13,Michael Rapino,38372186750.0
CCL,Carnival Corporation & plc,NYSE,35431872528.0,25.58,Joshua Ian Weinstein,60085160000.0
SYY,Sysco Corporation,NYSE,35426500550.0,73.97,Kevin Hourican,50038706418.0
SYM,Symbotic Inc.,NASDAQ,35380340953.0,57.35,Richard Cohen,30242447247.0
MDLN,Medline Inc.,NASDAQ,35225501500.0,43.4,James Boyle,44726021504.0
JBL,Jabil Inc.,NYSE,35214791340.0,333.78,Michael Dastoor,23861885000.0
FITB,Fifth Third Bancorp,NASDAQ,35184514317.0,49.79,Timothy N. Spence,42115815040.0
HBANM,Huntington Bancshares Incorporated,NASDAQ,34964953824.0,22.09,Stephen D. Steinour,42359650000.0
HAL,Halliburton Company,NYSE,34927978715.0,41.81,Jeffrey Allen Miller,29637140000.0
GFS,GLOBALFOUNDRIES Inc.,NASDAQ,34909617638.0,62.74,Timothy Graham Breen,19265603753.0
SATS,EchoStar Corporation,NASDAQ,34447486959.0,119.78,Hamid Akhavan-Malayeri,60384364300.0
IRM,Iron Mountain Incorporated,NYSE,34067274123.0,114.52,William L. Meaney,43396679850.0
PAYX,"Paychex, Inc.",NASDAQ,33697268550.0,94.05,John Gibson Jr.,60272882000.0
PRU,"Prudential Financial, Inc.",NYSE,33554162218.0,96.42,Andrew Francis Sullivan,53279184000.0
ALAB,"Astera Labs, Inc. Common Stock",NASDAQ,33506726294.0,196.85,Jitendra Mohan,27551170880.0
FISV,"Fiserv, Inc.",NASDAQ,33166931560.0,62.02,Michael Patrick Lyons,65201330000.0
KVUE,Kenvue Inc.,NYSE,33080157849.0,17.23,Kirk L. Perry,40415230000.0
WDAY,"Workday, Inc.",NASDAQ,32455910187.0,122.43,Aneel Bhusri,48207376990.0
SCHW-PJ,The Charles Schwab Corporation,NYSE,32438472938.0,18.16,Richard Andrew Wurster,161961520000.0
CRDO,Credo Technology Group Holding Ltd,NASDAQ,32420765954.0,175.77,William J. Brennan,6990797250.0
STLD,"Steel Dynamics, Inc.",NASDAQ,32357070810.0,224.37,Mark D. Millett,28487011700.0
VG,"Venture Global, Inc.",NYSE,32338705892.0,13.16,Michael A. Sabel,15698320000.0
AXON,"Axon Enterprise, Inc.",NASDAQ,32272388587.0,400.54,Patrick W. Smith,46368768562.0
MS-PL,Morgan Stanley,NYSE,32149658700.0,20.33,Edward N. Pick,642764630000.0
MTB,M&T Bank Corporation,NYSE,32115460000.0,215.54,Rene F. Jones,27192281040.0
CPRT,"Copart, Inc.",NASDAQ,32107069439.0,33.33,Jeffrey Liaw,41080528980.0
NRG,"NRG Energy, Inc.",NYSE,31971138570.0,149.01,Lawrence Stephen Coben,43079800000.0
KMB,Kimberly-Clark Corporation,NASDAQ,31898088600.0,96.1,Michael D. Hsu,40086459000.0
CQP,"Cheniere Energy Partners, L.P.",NYSE,31816869420.0,65.73,Jack A. Fusco,40369320000.0
DVN,Devon Energy Corporation,NYSE,31743170473.0,51.08,Clay Gaspar,30352640000.0
A,"Agilent Technologies, Inc.",NYSE,31453602600.0,111.3,Padraig McDonnell,42984880000.0
STT-PG,State Street Corporation,NYSE,31349727917.0,22.21,Ronald Philip O'Hanley,
HL-PB,Hecla Mining Company,NYSE,31164915619.0,64.9,Robert L. Krcmarov,
BTSGU,"BrightSpring Health Services, Inc. Tangible Equity Unit",NASDAQ,30906835200.0,160.0,Jon Rousseau,10340309800.0
RMD,ResMed Inc.,NYSE,30873623524.0,211.93,Michael J. Farrell,37495091000.0
AEE,Ameren Corporation,NYSE,30788712370.0,111.29,Martin J. Lyons Jr.,46829130000.0
ATO,Atmos Energy Corporation,NYSE,30723666662.0,185.71,John Kevin Akers,36239220250.0
RJF,"Raymond James Financial, Inc.",NYSE,30663417780.0,155.58,Paul Marone Shoukry,28021200000.0
DTE,DTE Energy Company,NYSE,30586356840.0,147.03,Joi Harris,52973859999.0
VICI,VICI Properties Inc.,NYSE,30573085371.0,28.6,Edward Baltazar Pitoniak,29300142317.0
IR,Ingersoll Rand Inc.,NYSE,30334730280.0,77.46,Vicente Reynal,35073382000.0
SUNB,Sunbelt Rentals Holdings Inc,NYSE,30286609564.0,73.28,Brendan Christopher Horgan,42494312353.0
TPL,Texas Pacific Land Corporation,NYSE,30267410453.0,439.03,Tyler Glover,19691141712.0
DOV,Dover Corporation,NYSE,29928499262.0,222.25,Richard Joseph Tobin,28896065640.0
EXR,Extra Space Storage Inc.,NYSE,29679514410.0,140.53,Joseph Daniel Margolis,42420002844.0
Q,"Qnity Electronics, Inc.",NYSE,29620610946.0,141.28,Jon D. Kemp,21168974475.0
OTIS,Otis Worldwide Corporation,NYSE,29392651422.0,76.6,Judith F. Marks,42042315743.0
RVMD,"Revolution Medicines, Inc.",NASDAQ,29337985350.0,140.55,Mark A. Goldsmith,14918744116.0
EXPE,"Expedia Group, Inc.",NASDAQ,29319446270.0,250.57,Ariane Gorin,35209591530.0
TDY,Teledyne Technologies Incorporated,NYSE,29213277296.0,630.56,George C. Bobb,26760898000.0
MTZ,"MasTec, Inc.",NYSE,29209642031.0,370.55,Jose Ramon Mas,19328873420.0
HUM,Humana Inc.,NYSE,29187640801.0,243.12,James A. Rechtin,39588883020.0
INSM,Insmed Incorporated,NASDAQ,29146495560.0,135.03,William H. Lewis,37439097480.0
PPL,PPL Corporation,NYSE,29078698900.0,38.66,Vincent Sorgi,44182757260.0
HUBB,Hubbell Incorporated,NYSE,29022510650.0,545.93,Gerben W. Bakker,25765531190.0
TPR,"Tapestry, Inc.",NYSE,28978406016.0,141.6,Joanne C. Crevoiserat,21684648000.0
CASY,"Casey's General Stores, Inc.",NASDAQ,28967807358.0,781.5,Darren Rebelez,19800727440.0
UAL,"United Airlines Holdings, Inc.",NASDAQ,28763393400.0,88.62,J. Scott Kirby,61659140000.0
BIIB,Biogen Inc.,NASDAQ,28526922673.0,194.38,Christopher A. Viehbacher,29757233000.0
DOW,Dow Inc.,NYSE,28460931450.0,39.55,James R. Fitterling,32419208000.0
FE,FirstEnergy Corp.,NYSE,28306829931.0,48.94,Brian X. Tierney,52803290000.0
RDDT,"Reddit, Inc.",NYSE,28241185532.0,147.83,Steven Ladd Huffman,41913567504.0
ZM,"Zoom Communications, Inc.",NASDAQ,28217299375.0,95.76,Eric S. Yuan,26462016400.0
HEI-A,HEICO Corporation,NYSE,28082264558.0,201.28,Eric A. Mendelson,46161182960.0
FOXA,Fox Corporation,NASDAQ,28039861074.0,62.94,Lachlan Keith Murdoch,27948440000.0
CNP,"CenterPoint Energy, Inc.",NYSE,28011537134.0,42.82,Christopher A. Foster,48650020000.0
ASTS,"AST SpaceMobile, Inc.",NASDAQ,27840229543.0,69.85,Abel Avellan,25225275324.0
XYL,Xylem Inc.,NYSE,27791320400.0,115.4,Matthew Francis Pine,33609212000.0
STRC,MicroStrategy Incorporated Variable Rate Series A Perpetual Stretch Preferred Stock,NASDAQ,27615105102.0,99.47,Phong Q. Le,50652078100.0
NTRA,"Natera, Inc.",NASDAQ,27602112250.0,194.75,Steven Leonard Chapman,30459650890.0
MS-PO,Morgan Stanley,NYSE,27421302600.0,17.34,Edward N. Pick,642764630000.0
CFG,"Citizens Financial Group, Inc.",NYSE,27369613600.0,64.4,Bruce Winfield Van Saun,23751088060.0
EL,The Estée Lauder Companies Inc.,NYSE,27328049268.0,75.69,Stephane de la Faverie,35614080000.0
KEY-PL,KeyCorp,NYSE,27248522000.0,24.85,Christopher Marrott Gorman,32318329440.0
TFC-PO,Truist Financial Corporation,NYSE,27221639565.0,21.4,William Henry Rogers Jr.,
GEHC,GE HealthCare Technologies Inc.,NASDAQ,27142418383.0,59.485,Peter J. Arduini,42934913032.0
CTRA,Coterra Energy Inc.,NYSE,27093842810.0,35.68,Thomas E. Jorden,23916520000.0
HBANP,Huntington Bancshares Incorporated,NASDAQ,26686696310.0,16.86,Stephen D. Steinour,42359650000.0
ROL,"Rollins, Inc.",NYSE,26639403120.0,55.33,Jerry E. Gahlhoff Jr.,30284748100.0
IQV,IQVIA Holdings Inc.,NYSE,26585202000.0,156.66,Ari Bousbib,52941979000.0
CNC,Centene Corporation,NYSE,26540988810.0,53.97,Sarah London,21096571650.0
KHC,The Kraft Heinz Company,NASDAQ,26539557317.0,22.42,Steven A. Cahillane,47246310000.0
LPLA,LPL Financial Holdings Inc.,NASDAQ,26533433791.0,330.89,Richard Steinmeier,34323808770.0
CTSH,Cognizant Technology Solutions Corporation,NASDAQ,26160106524.0,54.7,Ravi Kumar Singisetti,39597000000.0
EIX,Edison International,NYSE,26150510311.0,67.94,Pedro J. Pizarro,65539700000.0
WRB,W. R. Berkley Corporation,NYSE,26111771782.0,66.95,William Robert Berkley Jr.,28116881840.0
VEEV,Veeva Systems Inc.,NYSE,26008498206.0,158.22,Peter Gassner,32049600639.0
STZ,"Constellation Brands, Inc.",NYSE,25898649136.0,150.4,Nicholas Ian Fink,38791054040.0
ES,Eversource Energy,NYSE,25828068400.0,68.72,Joseph R. Nolan Jr.,55115579490.0
HBAN,Huntington Bancshares Incorporated,NASDAQ,25816133856.0,16.31,Stephen D. Steinour,42359650000.0
AWK,"American Water Works Company, Inc.",NYSE,25771101600.0,131.97,John C. Griffith,41246500000.0
CW,Curtiss-Wright Corporation,NYSE,25695879665.0,696.23,Lynn Bamford,21570340590.0
AVB,"AvalonBay Communities, Inc.",NYSE,25647895070.0,184.37,Benjamin W. Schall,34674445792.0
XPO,"XPO Logistics, Inc.",NYSE,25443556594.0,216.71,Mario A. Harik,20428380000.0
SYF,Synchrony Financial,NYSE,25311784360.0,75.12,Brian D. Doubles,30063841490.0
CINF,Cincinnati Financial Corporation,NASDAQ,25248012140.0,163.22,Stephen Michael Spray,25218076720.0
FOX,Fox Corporation,NASDAQ,25224291929.0,56.62,Lachlan Keith Murdoch,25915430000.0
MTD,Mettler-Toledo International Inc.,NYSE,25206420795.0,1240.15,Patrick K. Kaltenbach,31010997401.0
DG,Dollar General Corporation,NYSE,25143202420.0,114.17,Todd J. Vasos,46147663700.0
TW,Tradeweb Markets Inc.,NASDAQ,25110167295.0,118.12,William E. Hult,21122562917.0
UTHR,United Therapeutics Corporation,NASDAQ,25028684639.0,571.07,Martine A. Rothblatt,20028075000.0
VRSN,"VeriSign, Inc.",NASDAQ,24806145818.0,272.595,D. James Bidzos,23938680000.0
FICO,Fair Isaac Corporation,NYSE,24755707378.0,1043.57,William J. Lansing,39215132670.0
USB-PR,U.S. Bancorp,NYSE,24674299660.0,15.86,Gunjan Kedia,114010800000.0
VRSK,"Verisk Analytics, Inc.",NASDAQ,24653078190.0,188.19,Lee Shavel,33962347609.0
EQR,Equity Residential,NYSE,24514985250.0,65.43,Mark J. Parrell,32628043840.0
BG,Bunge Global S.A.,NYSE,24480141100.0,126.31,Gregory A. Heckman,30604280000.0
TFC-PI,Truist Financial Corporation,NYSE,24423153254.0,19.2,William Henry Rogers Jr.,
EXE,Expand Energy Corporation,NASDAQ,24277794020.0,100.99,Michael A. Wichterich,30551324400.0
FIS,"Fidelity National Information Services, Inc.",NYSE,23948007934.0,46.245,Stephanie L. Ferris,37773820000.0
RF,Regions Financial Corporation,NYSE,23929398751.0,28.01,John Turner Jr.,17689500000.0
TFC-PR,Truist Financial Corporation,NYSE,23766908215.0,18.6841,William Henry Rogers Jr.,
OMC,Omnicom Group Inc.,NYSE,23644526583.0,76.19,John D. Wren,22199349000.0
CRCL,Circle Internet Group,NYSE,23623428691.0,95.56,Jeremy D. Allaire,-58165730000.0
LYB,LyondellBasell Industries N.V.,NYSE,23611839300.0,73.29,Peter Z. E. Vanacker,26455600000.0
KEY,KeyCorp,NYSE,23561639310.0,21.67,Christopher Marrott Gorman,32318329440.0
PPG,"PPG Industries, Inc.",NYSE,23429480669.0,104.69,Timothy Knavish,28469698000.0
JBHT,"J.B. Hunt Transport Services, Inc.",NASDAQ,23301935871.0,246.31,Shelley Simpson,20855998920.0
USB-PQ,U.S. Bancorp,NYSE,23247446712.0,14.95,Gunjan Kedia,114010800000.0
P,"Everpure, Inc.",NYSE,23234707777.0,70.31,Charles H. Giancarlo,22605685720.0
FITBM,Fifth Third Bancorp,NASDAQ,23200524060.0,25.62,Timothy N. Spence,28328551600.0
ULTA,"Ulta Beauty, Inc.",NASDAQ,23190474916.0,530.23,Kecia L. Steelman,30786735120.0
NI,NiSource Inc.,NYSE,23055728179.0,48.18,Lloyd Yates,35853004000.0
CMS,CMS Energy Corporation,NYSE,23016615810.0,74.73,Garrick J. Rochow,39342620379.0
PHM,"PulteGroup, Inc.",NYSE,22993607671.0,120.71,Ryan R. Marshall,23607863160.0
FCNCA,"First Citizens BancShares, Inc.",NASDAQ,22916301599.0,1972.41,Frank Brown Holding Jr.,41939223339.0
SBAC,SBA Communications Corporation,NASDAQ,22906210140.0,215.97,Brendan Thomas Cavanagh,35623808010.0
L,Loews Corporation,NYSE,22883459280.0,111.21,Benjamin J. Tisch,31014321000.0
CHD,"Church & Dwight Co., Inc.",NYSE,22787384043.0,96.2,Richard A. Dierker,22146495000.0
ENTG,"Entegris, Inc.",NASDAQ,22741418641.0,149.37,David W. Reeder,16313925000.0
TSN,"Tyson Foods, Inc.",NYSE,22650329095.0,63.58,Donnie D. King,26459120000.0
ALB,Albemarle Corporation,NYSE,22494635360.0,190.88,Jerry Kent Jr.,18326279440.0
DRI,"Darden Restaurants, Inc.",NYSE,22482075739.0,196.29,Ricardo Cardenas,29962050000.0
LEN,Lennar Corporation,NYSE,22458865410.0,88.71,Stuart A. Miller,36077867579.0
RF-PF,Regions Financial Corporation,NYSE,22393244530.0,25.41,John Turner Jr.,
SOJD,Southern Company (The) Series 2,NYSE,22275861000.0,19.9,,96046720000.0
DXCM,"DexCom, Inc.",NASDAQ,22210848556.0,57.56,Jacob Steven Leach,26369574000.0
KEY-PJ,KeyCorp,NYSE,22185495507.0,21.445,Christopher Marrott Gorman,
CHRW,"C.H. Robinson Worldwide, Inc.",NASDAQ,22114480032.0,186.43,David Bozeman,20798386920.0
MKL,Markel Corporation,NYSE,22072876479.0,1759.21,Thomas Sinnickson Gayner,27704652050.0
VLTO,Veralto Corporation,NYSE,21970711286.0,89.47,Jennifer L. Honeycutt,25417374000.0
TROW,"T. Rowe Price Group, Inc.",NASDAQ,21909784564.0,100.47,Robert W. Sharps,20391454248.0
FTAI,FTAI Aviation Ltd.,NASDAQ,21860964453.0,213.11,Joseph Adams Jr.,23338037219.0
LEN-B,Lennar Corporation,NYSE,21815809180.0,86.17,Stuart A. Miller,36077867579.0
RL,Ralph Lauren Corporation,NYSE,21797283799.0,359.45,Patrice Jean Louis Louvet,14247168000.0
RF-PC,Regions Financial Corporation,NYSE,21785163510.0,24.72,John Turner Jr.,
ZS,"Zscaler, Inc.",NASDAQ,21663331415.0,134.73,Jagtar Singh Chaudhry,43499159240.0
DLR-PJ,"Digital Realty Trust, Inc.",NYSE,21639216002.0,20.18,Andrew Power,
SOJC,The Southern Company JR 2017B NT 77,NYSE,21618622144.0,21.63,Christopher C. Womack,
PFG,"Principal Financial Group, Inc.",NASDAQ,21586533210.0,99.63,Deanna Dawnette Strable-Soethout,19681808790.0
WSM,"Williams-Sonoma, Inc.",NYSE,21583560486.0,181.35,Laura J. Alber,26430191380.0
WWD,"Woodward, Inc.",NASDAQ,21520147582.0,360.98,Charles Blankenship Jr.,15447135730.0
NTAP,"NetApp, Inc.",NASDAQ,21519257462.0,108.65,George Kurian,19058000000.0
TWLO,Twilio Inc.,NYSE,21363763171.0,140.91,Khozema Z. Shipchandler,22160021113.0
FWONK,Formula One Group,NASDAQ,21312898520.0,85.09,Stefano Domenicali,28700885172.0
STRK,MicroStrategy Incorporated,NASDAQ,21290865691.0,76.69,Phong Q. Le,50652078100.0
RPRX,Royalty Pharma plc,NASDAQ,21202739937.0,49.49,Pablo Legorreta,25020334680.0
LH,Labcorp Holdings Inc.,NYSE,21188337543.0,257.14,Adam H. Schechter,27544916001.0
AFRM,"Affirm Holdings, Inc.",NASDAQ,21145865268.0,63.48,Max Roth Levchin,28820829499.0
APG,APi Group Corporation,NYSE,20994653193.0,48.66,Russell A. Becker,18291160000.0
DGX,Quest Diagnostics Incorporated,NYSE,20956966720.0,189.32,James E. Davis,25760830000.0
BRO,"Brown & Brown, Inc.",NYSE,20892754720.0,61.64,J. Powell Brown,31546000000.0
WST,"West Pharmaceutical Services, Inc.",NYSE,20866475136.0,295.36,Eric Green,19518022000.0
EFX,Equifax Inc.,NYSE,20816707611.0,172.56,Mark W. Begor,31644436000.0
MDB,"MongoDB, Inc.",NASDAQ,20758645129.0,258.29,Chirantan Jitendra Desai,29118589271.0
FSLR,"First Solar, Inc.",NASDAQ,20481189364.0,190.61,Mark R. Widmar,25708057050.0
CPAY,"Corpay, Inc.",NYSE,20301201360.0,306.98,Ronald F. Clarke,22230599410.0
CRS,Carpenter Technology Corporation,NYSE,20252845708.0,406.53,Tony R. Thene,14297076000.0
MTSI,"MACOM Technology Solutions Holdings, Inc.",NASDAQ,20225477471.0,269.63,Stephen G. Daly,9852404260.0
USFD,US Foods Holding Corp.,NYSE,20131067736.0,91.28,David E. Flitman,23017990000.0
KEY-PI,KeyCorp,NYSE,20050642992.0,25.02,Christopher Marrott Gorman,32318329440.0
ATI,ATI Inc.,NYSE,20024195003.0,146.23,Kimberly A. Fields,17696118000.0
CHTR,"Charter Communications, Inc.",NASDAQ,19937069550.0,158.65,Christopher L. Winfrey,124857606250.0
BURL,"Burlington Stores, Inc.",NYSE,19887665680.0,316.53,Michael O'Sullivan,23744930360.0
RIVN,"Rivian Automotive, Inc.",NASDAQ,19867461438.0,16.06,Robert Joseph Scaringe,26448060000.0
SOFI,"SoFi Technologies, Inc.",NASDAQ,19798411500.0,15.525,Anthony J. Noto,26996895200.0
EXPD,"Expeditors International of Washington, Inc.",NYSE,19786690997.0,148.79,Daniel R. Wall,19953050100.0
INCY,Incyte Corporation,NASDAQ,19722287400.0,99.1,William J. Meury,16251910080.0
SNA,Snap-on Incorporated,NYSE,19604954265.0,378.46,Nicholas T. Pinchuk,17986195000.0
